,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
2421470,2421470,KAGIDOKO : A Deep Learning Horror Game,SeungGeon Kim,Fischl Works,,31,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1829520,1829520,Powerlust,Bart Mamzer,Bart Mamzer,,32,12,0,"0 .. 20,000",0,0,0,0,1999,1999,0,7
1990980,1990980,The Siege of Brimir,Anden Studios,Anden Studios,,32,10,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
2641530,2641530,Acid Planet,Adam Travers,Adam Travers,,32,3,0,"0 .. 20,000",0,0,0,0,999,999,0,1
1437280,1437280,Project Terminus VR,CVR,CVR,,33,11,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
2456430,2456430,Athena Crisis,Nakazawa Tech,Null Games,,33,4,0,"0 .. 20,000",0,0,0,0,1999,1999,0,3
1931990,1931990,Sunrise's Order,Misstic Studio,Misstic Studio,,34,3,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0
1419060,1419060,Retchid,From Beneath Software,From Beneath Software,,35,6,0,"0 .. 20,000",0,0,0,0,1999,2499,20,0
1978380,1978380,Rival Rides,"ByOwls, Argarium LTD",Argarium LTD,,35,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2386920,2386920,Cast Out Colony,Wooshido,Wooshido,,35,2,0,"0 .. 20,000",0,0,0,0,899,899,0,2
1719690,1719690,MerFight,"Mattrified Games, LLC","Mattrified Games, LLC",,36,0,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1776170,1776170,Barton Lynch Pro Surfing,Bungarra Software Pty Ltd,Bungarra Software Pty Ltd,,36,7,0,"0 .. 20,000",0,0,0,0,4999,4999,0,2
1794490,1794490,SPY RUMBLE,nekogameteacher,nekogameteacher,,37,17,0,"0 .. 20,000",0,0,0,0,2634,2634,0,0
2583330,2583330,Zlime: Return Of Demon Lord,DUO AB Indie Developer,DUO AB Indie Developer,,37,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
2238890,2238890,DancingSim,MetaDancer,NIJICO,,38,39,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1568720,1568720,Plague Breaker,Wozzy Games Limited,Wozzy Games Limited,,39,3,0,"0 .. 20,000",0,0,0,0,1199,1199,0,1
1777990,1777990,Ortharion : The Last Battle,Ortharion project,Ortharion project,,39,13,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
2019920,2019920,Food Factory,Mosqi Games,Mosqi Games,,39,11,0,"0 .. 20,000",0,0,0,0,1558,1558,0,1
1762400,1762400,I Am a Rock,PanGuoJun,PanGuoJun,,40,3,0,"0 .. 20,000",0,0,0,0,99,199,50,0
1958240,1958240,TRUE SKATE,True Axis Pty Ltd,True Axis Pty Ltd,,40,29,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
2730180,2730180,A Liminal Place Remastered,Hex (Hazard / Ahlan),AZUR_ Game Studio,,40,17,0,"0 .. 20,000",0,0,0,0,99,99,0,4
956310,956310,Musashi vs Cthulhu,Cyber Rhino Studios,QUByte Interactive,,41,3,0,"0 .. 20,000",0,0,0,0,499,499,0,1
2149430,2149430,Click To Sail,EdFarage,EdFarage,,41,10,0,"0 .. 20,000",0,0,0,0,199,199,0,0
2221820,2221820,7 Sins : Lost in Labyrinth,Zai Studio,Zai Studio,,41,11,0,"0 .. 20,000",0,0,0,0,399,399,0,0
2419800,2419800,Harem in Another World,Jong Games,Jong Games,,41,3,0,"0 .. 20,000",0,0,0,0,699,699,0,4
1309780,1309780,MODERN NAVAL COMBAT,黑丝带制作组,电钮组,,42,23,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
2559050,2559050,Dimensions,Villano Wild,Villano Wild Studio,,44,13,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
1652490,1652490,Boxing Club Manager,Alternative Software Ltd,Alternative Software Ltd,,45,40,0,"0 .. 20,000",0,0,0,0,3999,3999,0,1
2362120,2362120,Finding Hannah,Fein Games,Fein Games,,45,1,0,"0 .. 20,000",0,0,0,0,699,699,0,1
1844650,1844650,Krampus Kills,DangerousBob Studio LLC,DangerousBob Studio LLC,,46,9,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2083240,2083240,Asterogues,pipotchi600,indie.io,,46,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
2406030,2406030,Cross Impact,Team Impact,Larsonsoft,,46,13,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1915780,1915780,Tendryll,Brute Farce,Brute Farce,,50,8,0,"0 .. 20,000",0,0,0,0,1799,1799,0,13
2358100,2358100,九霄风云录 Legends Of The Divine Land,正经游戏开发组,正经游戏开发组,,50,17,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1839760,1839760,Cursed Crew,Cracklewock Games,Cracklewock Games,,53,4,0,"0 .. 20,000",0,0,0,0,2000,2000,0,1
2023810,2023810,Island Idle RPG,Overaction Game Studio,Overaction Game Studio,,54,25,0,"0 .. 20,000",0,0,0,0,299,299,0,3
2095740,2095740,Survivor Of The Journey,Enter The Game,Enter The Game,,55,27,0,"0 .. 20,000",0,0,0,0,399,399,0,1
1771730,1771730,The City Must Grow,Tunaic Games,Tunaic Games,,57,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1839060,1839060,Polylithic,polyperfect,polyperfect,,57,16,0,"0 .. 20,000",0,0,0,0,1499,1499,0,2
1687980,1687980,Kselebox,KseLeroN,ONRI Studio,,58,14,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1097210,1097210,WoMen in Science,LuanaGames,LuanaGames,,59,20,0,"0 .. 20,000",0,0,0,0,99,99,0,0
2147530,2147530,Raining Blood: Hellfire,Mr Granade,INDIECN,,59,2,0,"0 .. 20,000",0,0,0,0,599,599,0,1
2576600,2576600,Bottle Can Float,Millwoo Studio,Jibeijia,,59,3,0,"0 .. 20,000",0,0,0,0,399,399,0,2
1844130,1844130,Stellar Orphans,Artifex Parvus,Artifex Parvus,,60,18,0,"0 .. 20,000",0,0,0,0,1699,1699,0,12
1203650,1203650,Blood Metal,"Bluedrake42, Drakeling Labs",Wonderlust Games,,61,61,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1276070,1276070,Manufactoria 2022,PleasingFungus Games,PleasingFungus Games,,61,3,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
2803280,2803280,Dragon Is Dead,TeamSuneat,"PM Studios, inc.",,61,35,0,"0 .. 20,000",0,0,0,0,1799,1999,10,155
1632330,1632330,Calamity Eliminator,White Knight,White Knight,,62,18,0,"0 .. 20,000",0,0,0,0,799,799,0,1
2178560,2178560,Horde Hunters,Antti Vaihia,Antti Vaihia,,64,7,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1586990,1586990,Alterium Shift,Drattzy Games LLC,"GRAVITY GAME ARISE Co., Ltd.",,65,14,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1394460,1394460,RXC - Rally Cross Challenge,Gigabit Games,Gigabit Games,,65,3,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1090100,1090100,Scorchlands,Ringlab,Star Drifters,,65,4,0,"0 .. 20,000",0,0,0,0,719,1199,40,0
2827450,2827450,ATTA -Spot the Oddities in the Strange Hotel-,IDEA FRUITION,IDEA FRUITION,,65,12,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1116080,1116080,所谓侠客 So-called Hero,NewSmile Games,NewSmile Games,,67,12,0,"0 .. 20,000",0,0,0,0,1899,1899,0,3
1374230,1374230,Flame Keeper,Kautki Cave,Untold Tales,,67,21,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1573700,1573700,Dropshipping Simulator,IronyDev,IronyDev,,69,39,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1779760,1779760,Moka Future,QAQ Studio,QAQ Studio,,69,19,0,"0 .. 20,000",0,0,0,0,399,399,0,6
848080,848080,Depths of Sanity,Bomb Shelter Games,Bomb Shelter Games,,70,6,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
2588110,2588110,Playtown,TNP Games,Mascot Bro Studio,,70,31,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1617270,1617270,The Faraway Land,FireTail,FireTail,,73,14,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1619350,1619350,DeepStates [VR],Marc Zimmermann,EpicScapes,,76,8,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1837690,1837690,Archtower,Blaster Games Studio,Blaster Games Studio,,76,5,0,"0 .. 20,000",0,0,0,0,1199,1199,0,1
1457030,1457030,Casino Resort Tower,Cyperk Software,Cyperk Software,,77,3,0,"0 .. 20,000",0,0,0,0,1999,1999,0,5
2088630,2088630,Airport Ground Handling Simulator VR,AVIAR B.V.,AVIAR B.V.,,77,44,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0
1646790,1646790,Striving for Light,Igniting Spark Games,Igniting Spark Games,,78,19,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
1571010,1571010,物理世界,NeutronStar.studio,NeutronStar.studio,,80,11,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1549850,1549850,Virtual Hunter,Virtual Hunter,Virtual Hunter,,86,26,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
2765460,2765460,Star Trek Legends,Emerald City Games,Tilting Point ,,86,45,0,"0 .. 20,000",0,0,0,0,1999,1999,0,23
1750740,1750740,战棋三国英雄,Dreamers Studio,Dreamers Studio,,89,13,0,"0 .. 20,000",0,0,0,0,1699,1699,0,3
1968630,1968630,Stories from the Outbreak,Coldwild Games,Coldwild Games,,89,13,0,"0 .. 20,000",0,0,0,0,1999,1999,0,2
1626350,1626350,Pekoe,Kitten Cup Studio,Kitten Cup Studio,,90,12,0,"0 .. 20,000",0,0,0,0,1799,1799,0,2
1608680,1608680,Midnight Driver,Kawaru Games,Kawaru Games,,92,41,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1952540,1952540,Voltaire: The Vegan Vampire,Digitality Games,indie.io,,93,25,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
2220870,2220870,Fantasy Survivors,ButtonSoft,ButtonSoft,,96,6,0,"0 .. 20,000",0,0,0,0,699,699,0,13
2450400,2450400,Trash of the Titans,Thayer and Back Again,Thayer and Back Again,,96,2,0,"0 .. 20,000",0,0,0,0,899,899,0,10
985650,985650,Olaguna Chronicles,SELeft Studio,Lycian Studio,,101,20,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
1696720,1696720,PsiloSybil,bad_vertex,bad_vertex,,102,11,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0
1108170,1108170,Plot of the Druid,"Yakir Israel, Adventure4Life Studios","Yakir Israel, Adventure4Life Studios",,103,3,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2065000,2065000,Chess Survivors,Aarimous,Aarimous,,103,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2012140,2012140,Helicopter Gunship DEX,Jimmy Arcade Limited,Jimmy Arcade Limited,,104,14,0,"0 .. 20,000",0,0,0,0,1799,1799,0,3
1224030,1224030,Erra: Exordium,Fair Pixel LLC,Kirkidexi LTD,,105,15,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1818230,1818230,Lodventure,Sky Games,Sky Games,,107,24,0,"0 .. 20,000",0,0,0,0,1499,1499,0,2
1515320,1515320,Harvest Days: My Dream Farm,Family Devs,"Family Devs, Toplitz Productions",,108,42,0,"0 .. 20,000",0,0,0,0,1499,1499,0,2
2286450,2286450,Striving for Light: Survival,Igniting Spark Games,Igniting Spark Games,,110,23,0,"0 .. 20,000",0,0,0,0,499,499,0,1
1750110,1750110,Frenzy VR,Innoverse Ltd,Innoverse Ltd,,112,63,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1797930,1797930,Para Eyes,Shawno Studios,Shawno Studios,,116,3,0,"0 .. 20,000",0,0,0,0,999,999,0,1
2529770,2529770,Chromosome Evil 2,"S.C. 16 BIT NIGHTS S.R.L., dovganovskiy",S.C. 16 BIT NIGHTS S.R.L.,,124,9,0,"0 .. 20,000",0,0,0,0,1999,1999,0,8
1866630,1866630,Throne of Bone,Windmill Slam,Windmill Slam,,125,13,0,"0 .. 20,000",0,0,0,0,1699,1699,0,23
1963510,1963510,Herald of Havoc,Zeldars Zone,Zeldars Zone,,140,6,0,"0 .. 20,000",0,0,0,0,1899,1899,0,1
1842730,1842730,Nightmare: The Lunatic,Maetdol Games,Maetdol Games,,151,17,0,"0 .. 20,000",0,0,0,0,1699,1699,0,4
2142450,2142450,Z.O.N.A Project X VR,AGaming+,AGaming+,,164,40,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
1684670,1684670,Best Forklift Operator,Simmersiv,Gamedust,,171,47,0,"0 .. 20,000",0,0,0,0,1999,1999,0,2
2149420,2149420,Dino Trauma,Phobia Interactive,Phobia Interactive,,207,14,0,"0 .. 20,000",0,0,0,0,1299,1299,0,2
1693250,1693250,Ancient Wars: Sparta Definitive Edition,JOTASOFT STUDIOS,JOTASOFT STUDIOS,,241,77,0,"0 .. 20,000",0,0,0,0,1999,1999,0,19
1803390,1803390,Bounty: Drag Racing,KODgames,KODgames,,247,36,0,"0 .. 20,000",0,0,0,0,1499,1499,0,8
1297790,1297790,Sunday Rivals,26k,26k,,250,21,0,"0 .. 20,000",0,0,0,0,1999,1999,0,5
1815230,1815230,Summum Aeterna,Aeternum Game Studios S.L,Aeternum Game Studios S.L,,283,37,0,"0 .. 20,000",0,0,0,0,1999,1999,0,5
1942110,1942110,Bootstrap Island,Maru VR Productions,Maru VR Productions,,305,65,0,"0 .. 20,000",0,0,0,0,2499,2499,0,8
1768880,1768880,KAMIMAHOU 神之国的魔法使,NEKONEKO-SOFT,LoveStoryProject,,321,66,0,"0 .. 20,000",0,0,0,0,2999,2999,0,1
2393630,2393630,Frontera,Duality LLC,Duality LLC,,2,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1572230,1572230,Nami,Expresso Studios,Expresso Studios,,3,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1951060,1951060,Fantasy Zoo,Major Parus Games,Major Parus Games,,3,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
1998320,1998320,Death Bind,Code Drifters,Code Drifters,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
2739170,2739170,Splurge,Epicjedster,Epicjedster,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
2761180,2761180,Dreams of the Void,Team Code:R,Team Code:R,,3,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1878300,1878300,Animaddicts,Crossplatform,Indie Games Publisher,,4,10,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1633020,1633020,Wood Brothers Flying Colours,Baawolf,Baawolf,,5,1,0,"0 .. 20,000",0,0,0,0,599,599,0,0
2764870,2764870,Geometry Survivor [0],Alex Gekko,Gekko Games,,6,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1299540,1299540,The Zone: Stalker Stories,Illuminated Games,Illuminated Games,,13,4,0,"0 .. 20,000",0,0,0,0,699,699,0,0
2175790,2175790,Meticulous,Imaginary Game Studios,Imaginary Game Studios,,14,0,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0
1917370,1917370,HyperPortals,Dnovel,Dnovel,,17,6,0,"0 .. 20,000",0,0,0,0,179,199,10,0
1828540,1828540,九州风流,GB,GB,,29,14,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0
597020,597020,All-Star Fielding Challenge VR,8-Bit Development Inc.,8-Bit Development Inc.,,5,2,0,"0 .. 20,000",0,0,0,0,599,599,0,0
422210,422210,Rise of Keepers,Samaritan Studios,Samaritan Studios,,15,16,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
701280,701280,Askutron Quiz Show,Goldsaucer Ltd,Goldsaucer Ltd,,15,9,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
378530,378530,Nature's Zombie Apocalypse,Aniode,Aniode,,35,7,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
639220,639220,Throttle Powah VR,"Diego F Beltran, Mauricio Tunes, Luiz Zaiats, Danilo Nishimura",Diego F Beltran,,39,10,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1686500,1686500,Discord Bot Workshop [EARLY ACCESS],Discord Bot Workshop,Discord Bot Workshop,,0,9,0,"0 .. 20,000",0,0,0,0,799,799,0,0
2007080,2007080,AsteroIdle,Avodhel,Avodhel,,3,6,0,"0 .. 20,000",0,0,0,0,299,299,0,0
781680,781680,In Darkness,ocasocreations,ocasocreations,,4,2,0,"0 .. 20,000",0,0,0,0,199,799,75,0
1397810,1397810,Ducktopia,Llama Softworks,Llama Softworks,,4,0,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1902230,1902230,Soulbaby: Remastered,"Lucid Egg, Darion McCoy",Lucid Egg,,4,0,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0
1228490,1228490,Politicking,26horses,26horses,,5,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1113390,1113390,Handy,Vladimir Fomenkov,Vladimir Fomenkov,,7,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1475180,1475180,XPock,Dnovel,My Way Games,,16,8,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1906400,1906400,Kedama's Adventure,星雨魔法店,星雨魔法店,,17,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
2093270,2093270,Death in the Night,Studio2760,Studio2760,,17,3,0,"0 .. 20,000",0,0,0,0,899,999,10,0
1451830,1451830,OBSCURY : THE LAST,Joulion S.,Joulion S.,,24,19,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1440090,1440090,Viewergames Arcade,Spaceflower,Spaceflower,,31,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
843520,843520,The Last Front,Fever Game Studios,Fever Game Studios,,41,27,0,"0 .. 20,000",0,0,0,0,99,99,0,0
2737940,2737940,Right or DIE!,Divine Games LLC,Divine Games LLC,,0,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2607480,2607480,Two Moon : Space Rabbit,Mojonge,Mojonge,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
2569220,2569220,LineMaze,Debuz,GAMEINDY,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
2501680,2501680,Car Factory,5 Games,5 Games,,2,1,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
856550,856550,Stabby Machine,Challenge Yourself Gaming,Challenge Yourself Productions,,4,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
733570,733570,Loot Run,Three Guys Game Studio,Three Guys Game Studio,,6,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0
556300,556300,Age of Farming,Evergreen,Evergreen,,11,22,0,"0 .. 20,000",0,0,0,0,99,99,0,0
804400,804400,A Turd's Life,Bergie Games,Bergie Games,,13,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
677240,677240,Trespassers,CrazyBits Studios,CrazyBits Studios,,16,4,0,"0 .. 20,000",0,0,0,0,799,799,0,0
758280,758280,Drunkenpants,Firetail Games,Firetail Games,,18,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
547120,547120,Simmetri,"Simmetri, Inc.","Simmetri, Inc.",,18,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
949500,949500,Atlantia Animation,Christopher Pollard,Christopher Pollard,,23,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0
843640,843640,WEscape,Xerologik,Xerologik,,26,7,0,"0 .. 20,000",0,0,0,0,299,299,0,0
372970,372970,Cash_Out,Untouch,Untouch,,33,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1111420,1111420,Infinite Skyline Superflight,ASK Games,ASK Games,,1,1,0,"0 .. 20,000",0,0,0,0,899,899,0,0
2724020,2724020,Sea and Adventure,KathoWa,KathoWa,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1505690,1505690,Lux mina,JOIS Games,JOIS Games,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1735480,1735480,Voice Visualizer,Kinychanchan,Kinychanchan,,2,2,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1545260,1545260,Stickman Escape,Happy Jay Games,Happy Jay Games,,3,2,0,"0 .. 20,000",0,0,0,0,399,399,0,0
2098840,2098840,Sears: The Sky Frontier,Acoma Games,Acoma Games,,3,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1961960,1961960,Haunt Monster,Sango Games,Sango Games,,3,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
798670,798670,Tactical Chronicle,Yellow Factory,Sekai Project,,6,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
821490,821490,BattleCourt,Luke Parisi,Luke Parisi,,6,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
728090,728090,CIBOS,I AM A DOG studio,I AM A DOG studio,,7,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1289170,1289170,Defenders of the West,Jura Ex Alto,Jura Ex Alto,,7,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
691910,691910,Fishing Maniacs (TD/RTS),Adreamation Games Studio,Adreamation Games Studio,,8,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
964890,964890,Dream,"Dream Garage, Incorporated","Dream Garage, Incorporated",,9,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2199810,2199810,Cyber Skirmish,"hm-studios, Hubert Mierzbiczak",Hubert Mierzbiczak,,11,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
850780,850780,Battle Royale Bootcamp,E.Muzz,E.Muzz,,12,8,0,"0 .. 20,000",0,0,0,0,299,299,0,0
903180,903180,Privateers,Monster Tree,Monster Tree,,11,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
990850,990850,Yanpai Simulator,cdev,cdev,,16,28,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2073970,2073970,Brave Heroes,Yenna,Yenna,,16,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0
946700,946700,No King No Kingdom VR,Fullmetal Developer,Fullmetal Developer,,18,8,0,"0 .. 20,000",0,0,0,0,999,999,0,0
338290,338290,Molecats,Vidroid,Vidroid,,19,5,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
926010,926010,Operation Lone Wolf,Operation Games,Operation Games,,29,20,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1074510,1074510,Beekeeper,Absolute Horizon,Absolute Horizon,,29,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0
438460,438460,ARENA 3D,Mike Bushell,MB2 Entertainment,,34,6,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1264770,1264770,Coronavirus Evolution,Studio Inward,Studio Inward,,40,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0
547920,547920,Our Darkest Night,"Phun Peeticharoethum, Nawarit Longkhum, Rapeeput Kaewprasit",Phun Peeticharoenthum,,2,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
688750,688750,MineDrill Redux,Fazzle,Fazzle,,1,4,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1266070,1266070,Smashing Healthy VR,"Daruma The Factory, Inc.","Daruma The Factory, Inc.",,2,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
732480,732480,Jam Session VR,Prismic Studios LLC,Prismic Studios LLC,,4,4,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1069250,1069250,Eslander Alpha,Team Titan,Team Titan,,5,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
392150,392150,#SkiJump,VRUnicorns,Bandello,,7,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
705050,705050,Apocalypse: Legacy Edition,Harley Game Studios,Harley Phoenix,,7,16,0,"0 .. 20,000",0,0,0,0,99,99,0,0
686620,686620,3D Mahjong worlds,PixelBrain Studio,PixelBrain Studio,,7,5,0,"0 .. 20,000",0,0,0,0,999,999,0,0
791570,791570,Redline Ultimate Racing,SimProse Studios,SimProse Studios,,7,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
866450,866450,Light Rider,nP Studios,nonPareil Institute,,9,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1189650,1189650,Post Scriptum CTG: Collectible Token Game,Alien Intelligence UAB,Alien Intelligence UAB,,9,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
623900,623900,Table Football Pro,Ticklersoft,Ticklersoft,,13,11,0,"0 .. 20,000",0,0,0,0,199,199,0,0
860500,860500,SpellFront,Steppe Hare Studio,Steppe Hare Studio,,29,17,0,"0 .. 20,000",0,0,0,0,899,899,0,1
538990,538990,SugarMill,Aatlantis Code,Aatlantis Code,,37,40,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1044130,1044130,不惑英雄传(puzzled heroes),xhGames,xhGames,,53,21,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0
340410,340410,SuperBike TT,Ghost Machine,Ghost Machine,,3,3,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
618200,618200,Skylands,Skylands,Skylands,,10,13,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1007430,1007430,SixCubes,Dnovel,Dnovel,,15,5,0,"0 .. 20,000",0,0,0,0,179,199,10,0
598240,598240,Stupid Raft Battle Simulator,CREATIV GAME DEVELOPER LLC.,CREATIV GAME DEVELOPER LLC.,,20,20,0,"0 .. 20,000",0,0,0,0,599,599,0,0
402800,402800,Chunks,Facepunch Studios,Facepunch Studios,,21,26,0,"0 .. 20,000",0,0,0,0,0,0,0,0
444190,444190,Princess Edge - Dragonstone,erobotan,erobotan,,22,6,0,"0 .. 20,000",0,0,0,0,799,799,0,0
522730,522730,God Of Arrows VR,Reactor Entertainment,Reactor Entertainment,,32,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0
485240,485240,Push For Emor,Lupus Solus Studio,Lupus Solus Studio,,27,18,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
500470,500470,Emergence ᵠ,17th Dimension,,,38,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2385850,2385850,JACKPOT,gtgame,gtgame,,1,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1189210,1189210,Yuna and other troubles,Strawberry Entertainment,Strawberry Entertainment,,2,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1053720,1053720,Knife Only,Cattamelly Games,Cattamelly Games,,4,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
609360,609360,Gravity Garden,Don Whitaker,Brain Blinks,,6,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1276720,1276720,Witching Tower: Heroes,Daily Magic Productions,Daily Magic Productions,,6,11,0,"0 .. 20,000",0,0,0,0,799,799,0,0
2364520,2364520,Tamageddon,Malumica,Malumica,,6,2,0,"0 .. 20,000",0,0,0,0,300,300,0,0
1235160,1235160,Boom Stick,Fortyate,Fortyate,,9,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1411460,1411460,Z Arena,Basem Alasmar,Basem Alasmar,,9,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1341710,1341710,Nightmare Zone,WE2 Studios,WE2 Studios,,10,7,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1191870,1191870,Goblin Times,"YaPing, Yasen",Pleasant Rain Ltd,,24,10,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1353040,1353040,The first titans,Anden studios,Anden studios,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1100880,1100880,Battle Siege Royale,Skjöld Game Studio,Skjöld Game Studio,,2,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
