,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1458420,1458420,Nightfall,lamp.dog,lamp.dog,,31,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
891420,891420,VR Model Viewer,MindRend Technologies,MindRend Technologies,,32,16,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1229310,1229310,Godking: Master of Rituals,Sensiga,Sensiga,,32,17,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0
711930,711930,Square Head Zombies - FPS Game,Sabrina Aridi,Sabrina Aridi,,33,70,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1196500,1196500,Party Arena: Board Game Battler,Funture Games,Funture Games,,33,10,0,"0 .. 20,000",0,0,0,0,499,499,0,0
453870,453870,Quantum Chess,"Quantum Realm Games, ArcanForge",Quantum Realm Games,,34,15,0,"0 .. 20,000",0,0,0,0,999,999,0,0
584850,584850,Power Solitaire VR,Parkerhill Reality Labs,Parkerhill Reality Labs,,34,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1078550,1078550,Voltron: Cubes of Olkarion,Gbanga (Millform),Gbanga (Millform),,34,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
488590,488590,Armed Against the Undead,Rank17,Rank17,,35,7,0,"0 .. 20,000",0,0,0,0,299,299,0,0
587920,587920,Phantom Halls,Incendium LLC,Incendium LTD,,35,10,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
769110,769110,Barbarian Souls,Sabrina Aridi,Sabrina Aridi,,35,68,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
674330,674330,Defend the Cake,"Defend the Cake, LLC","Defend the Cake, LLC",,37,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
576950,576950,Westard,SIEIDI Ltd,SIEIDI Ltd,,37,22,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1380830,1380830,Space Kettle,Avenbyte,Avenbyte,,37,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0
840430,840430,Planetary Dustoff,Rymdfall AB,Rymdfall AB,,40,5,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1403110,1403110,Primeval,Exhibyte,Exhibyte,,40,20,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
729030,729030,サバイバルメソッド Survival Method,AjiGohanGames,AjiGohanGames,,42,85,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0
1248550,1248550,Breaking Gates,Ylun Games,Ylun Games,,42,19,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1076480,1076480,Dream Flash,Ramaf Party,Ramaf Party,,43,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0
393800,393800,GearStorm - Armored Survival,Iron City Games,Iron City Games,,45,33,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
512410,512410,69 Ways to Kill a Zombie,Wadup Games,Conglomerate 5,,46,33,0,"0 .. 20,000",0,0,0,0,99,99,0,0
601380,601380,The Last One,Phoenix Interactive Studio,Phoenix Interactive Studio,,46,87,0,"0 .. 20,000",0,0,0,0,899,899,0,0
462480,462480,Sweet Escape VR,"Reailty Smash, Inc.","Reality Smash, Inc.",,47,7,0,"0 .. 20,000",0,0,0,0,999,999,0,0
443890,443890,BUCK: Saturday Morning Cartoon Apocalypse,Wave Interactive,Wave Interactive,,47,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
867980,867980,Raiders Of The Lost Island,Last Tales,Last Tales,,47,4,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
500750,500750,GI Racing 2.0,TGI Game Studio,The Game Institute,,48,11,0,"0 .. 20,000",0,0,0,0,0,0,0,1
470470,470470,Birdsketball,Waynetron,Waynetron,,48,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
913710,913710,Dangerous Lands - Magic and RPG,Sabrina Aridi,Sabrina Aridi,,50,16,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1268350,1268350,A Game of Humans,Scion Studios,Scion Studios,,50,21,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1058740,1058740,AntQueen 3D,Fernando Dudka,Les Technologies inVantage,,51,24,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0
1197620,1197620,DragonRideVR,TypeEh Studios,TypeEh Studios,,51,5,0,"0 .. 20,000",0,0,0,0,224,1499,85,0
1048580,1048580,Terje Haakonsen's Powder VR,RainSoft,RainSoft,,52,19,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1418430,1418430,Zombie Bar Simulator,VR Factory,VR Factory,,54,6,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1204700,1204700,Pangea Survival,Pangea Survival Development Team,Pangea Survival Development Team,,55,40,0,"0 .. 20,000",0,0,0,0,999,999,0,0
362940,362940,Courier of the Crypts,Emberheart Games,Emberheart Games,,56,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
708820,708820,Baby Hands,Chicken Waffle,Chicken Waffle,,56,17,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
372590,372590,Grand Designer,Ignishot,Ignishot,,57,6,0,"0 .. 20,000",0,0,0,0,6999,6999,0,1
1083800,1083800,Glitch Arena,Shock &amp; Rockets Games,Shock &amp; Rockets Games,,57,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1325270,1325270,Escapeworld Dilemma,Sonoma Games,Sonoma Games,,58,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0
497460,497460,Mervils: A VR Adventure,VitruviusVR,VitruviusVR,,59,8,0,"0 .. 20,000",0,0,0,0,599,1999,70,0
719180,719180,Revulsion,Russell Meakim,Russell Meakim,,59,18,0,"0 .. 20,000",0,0,0,0,299,299,0,0
752170,752170,Save Your Nuts,Barsa Kelmes Inc.,Barsa Kelmes Inc.,,59,18,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1552680,1552680,Escape FishStop 3D,Owen6936,Owen6936,,59,2,0,"0 .. 20,000",0,0,0,0,899,899,0,0
767360,767360,Monster League,RC Games Studio,RC Games Studio,,60,13,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0
1280950,1280950,Interstate Drifter 2000,Ultimo Games,Ultimo Games,,60,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
916180,916180,Doodle Derby,Studio Erikson,Headup,,63,26,0,"0 .. 20,000",0,0,0,0,599,599,0,0
832720,832720,Dungeon Brewmaster,Super77,Super77,,64,39,0,"0 .. 20,000",0,0,0,0,999,999,0,0
389260,389260,Lucid Trips,"Nico Uthe, Sara Lisa Vogl, Julian Heinken, VR Nerds","Sara Lisa Vogl, VR Nerds",,66,13,0,"0 .. 20,000",0,0,0,0,99,99,0,0
468160,468160,Ancient Go,Hart Laboratories LLC,Hart Laboratories LLC,,67,35,0,"0 .. 20,000",0,0,0,0,499,499,0,0
252090,252090,Lacuna Passage,Candescent Games,Candescent Games,,70,33,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1093790,1093790,Seals of the Bygone,rologfos,rologfos,,76,12,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
907410,907410,Hard Times,Radical Fiction,Radical Fiction,,76,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1269310,1269310,MasterPlan,SolarLune Games,SolarLune Games,,81,12,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
1292700,1292700,Kings Of Streets,TB Games,TB Games,,88,65,0,"0 .. 20,000",0,0,0,0,499,499,0,0
965610,965610,Reiner Knizia Yellow & Yangtze,Dire Wolf,Dire Wolf,,89,10,0,"0 .. 20,000",0,0,0,0,509,1499,66,0
522020,522020,Blue Effect VR,DIVR Labs,DIVR Labs,,107,26,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1149400,1149400,The Yellow King,Spellbook,www.Spellbook.com,,108,108,0,"0 .. 20,000",0,0,0,0,899,899,0,0
1422940,1422940,Glider Sim,Joey Sipos,5D Realities,,109,14,0,"0 .. 20,000",0,0,0,0,2999,2999,0,2
957070,957070,iB Cricket,ProYuga Advanced Technologies Ltd,ProYuga Advanced Technologies Ltd,,123,7,0,"0 .. 20,000",0,0,0,0,2999,2999,0,4
779130,779130,Virtual Fighting Championship (VFC),"L&amp;L Technology, Yang.L",L&amp;L Technology,,137,48,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0
1271090,1271090,Let's Cook Together,Yellow Dot,Yellow Dot,,147,6,0,"0 .. 20,000",0,0,0,0,1599,1599,0,6
1160020,1160020,AshenForest,GentleRaven Games,PsychoFlux Entertainment,,179,8,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1206290,1206290,Goblin Summer Camp,Intrepid Marmot,Intrepid Marmot,,201,16,0,"0 .. 20,000",0,0,0,0,0,0,0,4
1476350,1476350,Brain Meltdown - Into Despair,Onfire Games,Onfire Games,,213,17,0,"0 .. 20,000",0,0,0,0,399,399,0,1
617850,617850,Jaws Of Extinction,"Blood Eater Games, Immortal Hand Studios",Forthright Entertainment,,215,156,0,"0 .. 20,000",0,0,0,0,1999,1999,0,2
668430,668430,V-Racer Hoverbike,VertexBreakers,VertexBreakers,,218,23,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
1303660,1303660,Geometric Sniper,YAW Studios,YAW Studios,,315,74,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1168400,1168400,Festivals - Headliners,Stud I/O,Stud I/O,,0,3,0,"0 .. 20,000",0,0,0,0,399,499,20,0
2808860,2808860,Arcane Chaos,Akimori Atom,Akimori Atom,,0,1,0,"0 .. 20,000",0,0,0,0,349,499,30,0
2231580,2231580,We Are the Universe,Uncle Grouch Gaming,Uncle Grouch Gaming,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2310240,2310240,Tank kingdoms,Moondolino,Moondolino,,1,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2354920,2354920,Fallen Force,"Simon Carny, ARTillery Studio","Simon Carny, ARTillery Studio",,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
2393910,2393910,RuneLight,Elmok,Elmok,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2480710,2480710,DEATH RATION: BACK TO 19XX,"Studio Mastashion, Studio Charles Pine",Studio Mastashion,,1,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
2514950,2514950,Mini Continental Saga,The Ultra Game Changer,The Ultra Game Changer,,1,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
2587780,2587780,异界战记,HAPPY BEAR,HAPPY BEAR,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2746140,2746140,Just Drive,Vencious Games,Vencious Games,,1,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
2831550,2831550,Lock n Drop Bracket Racing,Troy Stafford,Troy Stafford,,1,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
2864050,2864050,Simuaction -シミュアクション-,Menbou Games,Menbou Games,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1360780,1360780,Roll Ball Adventures,Sentiler s.r.o.,Sentiler s.r.o.,,2,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1907990,1907990,Half Built: Casino,Short Olive Games,Short Olive Games,,2,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0
2001000,2001000,Rivalry warlord Sengoku,Static ossan games,Static ossan games,,2,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
2190980,2190980,Move My Moc,Gabor Farkas,Gabor Farkas,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2663140,2663140,Standalone: Synergy,Ten Percent Red,Ten Percent Red,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2696570,2696570,Storm's Eye,Random Synapse,Random Synapse,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2890440,2890440,Fungal Fiefdom,Technolation Games,Technolation Games,,2,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1818580,1818580,Creator's Asteroid,decigraham,decigraham,,3,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1837570,1837570,Boat Simulator Apprentice,VSG LABS,VSG LABS,,3,1,0,"0 .. 20,000",0,0,0,0,899,999,10,0
2406930,2406930,Monkey Math,ScienceRobot,ScienceRobot,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
2633860,2633860,Guild of Rogues,Roots Games,Roots Games,,3,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2660980,2660980,Block Room,loopi games,loopi games,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
2491310,2491310,Webshooters,Enemy Team,Enemy Team,,3,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2372400,2372400,Mushroots,Ducklings Studio,Ducklings Studio,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
2109750,2109750,Passion Eye,Circle 2 Labs,Circle 2 Grey Label,,3,3,0,"0 .. 20,000",0,0,0,0,2999,2999,0,1
2817270,2817270,Fountain,Tiny Tiger Games,Tiny Tiger Games,,3,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
2295790,2295790,Become A Star,Lazag Studio,Lazag Studio,,4,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2304350,2304350,PsychWorld,Hunter LePage,Hunter LePage,,4,0,0,"0 .. 20,000",0,0,0,0,699,699,0,1
1517560,1517560,Droplet: States of Matter,Karl Ast,Krayfish Entertainment,,5,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1831290,1831290,与我签订契约，成为救世勇者吧！,NightLightGameStudio,NightLightGameStudio,,5,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1407000,1407000,Deios I // Directors Cut,BARCHboi,BARCHboi,,5,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2005580,2005580,SpellBounders 2,Backstage Castle,Backstage Castle,,5,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2542080,2542080,Shoot & Sow,Taskaev Iurii,Taskaev Iurii,,5,0,0,"0 .. 20,000",0,0,0,0,499,499,0,1
2692040,2692040,ThroneForge - The Fortress War,GameAssetWorld,GameAssetWorld,,5,2,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1924460,1924460,Light The Lamp Hockey,Jordan Cross,Scalded Dog Games,,6,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2503600,2503600,the ISLE survival,Free Land Studios,Free Land Studios,,6,2,0,"0 .. 20,000",0,0,0,0,599,599,0,0
2737960,2737960,Rise of the Village Hero,Ludus Pax Studios,Ludus Pax Studios,,6,0,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
2874860,2874860,The Russian Roulette Game : PR,Sprt2D,Sprt2D,,7,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
2906500,2906500,The Thing That Happened,Mario Murkl,Mario Murkl,,7,4,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
1299130,1299130,The Apocalypse,PolygonGame,PolygonGame,,8,18,0,"0 .. 20,000",0,0,0,0,399,399,0,0
2347410,2347410,The Phoenix Initiative,Nobody Cares,Nobody Cares,,8,5,0,"0 .. 20,000",0,0,0,0,599,599,0,0
2881270,2881270,Randy & Manilla,Ofihombre Studios,Ofihombre Studios,,8,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2077190,2077190,Bana Simulator,"Timothy MacGregor (Seaside Games), Paul MacGregor (Maple Leaf Games)",Seaside Games,,9,0,0,"0 .. 20,000",0,0,0,0,1699,1699,0,1
2052760,2052760,House Builder VR,PixelTrapps,"PlayWay S.A., FreeMind S.A.",,9,18,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2220850,2220850,Factor Y,Martin Buck Software,Martin Buck Software,,9,2,0,"0 .. 20,000",0,0,0,0,599,599,0,1
2220740,2220740,GameVRoom,Really Interactive,Fast Travel Games,,9,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2639980,2639980,Streetoir,HRUST,HRUST,,9,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1782750,1782750,Hydra Lists: Roll Table Maker,Black Cardinal Software LLC,Black Cardinal Software LLC,,10,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1982950,1982950,Astronomics Rise of a New Empire,JayFiArts,JayFiArts,,10,4,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2391640,2391640,Binding of Elements,Beafchief,Beafchief,,10,1,0,"0 .. 20,000",0,0,0,0,699,699,0,1
2494500,2494500,Wild Alone,Wild Alone 21,Wild Alone 21,,10,5,0,"0 .. 20,000",0,0,0,0,549,1099,50,2
2392810,2392810,Wound Man,Aspidochelone Studios,Aspidochelone Studios,,10,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
995170,995170,Aim Bot,Reblexis Studio,Reblexis Studio,,11,3,0,"0 .. 20,000",0,0,0,0,699,699,0,0
993840,993840,Drive,Novus Res,Novus Res,,11,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2154000,2154000,TOKKI,Zeno-Daniel Görbe,Zeno-Daniel Görbe,,11,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
2196870,2196870,Clouds Ahoy!,Moonrise Games,Moonrise Games,,11,2,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
2233150,2233150,Angola '86,Every Single Soldier,Every Single Soldier,,11,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2512460,2512460,Stream Basketball,Vossel,Vossel,,11,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2022030,2022030,Watcher Of The Abyss,YYJ,YYJ,,11,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
2570230,2570230,HAELE 3D - Hand Poser Lite,Ige Olwen,HAELE 3D,,11,1,0,"0 .. 20,000",0,0,0,0,1439,1799,20,19
2727570,2727570,Tower Tactics Arena,asraworks,asraworks,,11,3,0,"0 .. 20,000",0,0,0,0,399,399,0,1
2888120,2888120,Auto Clicker,Helba Software,Helba Software,,11,0,0,"0 .. 20,000",0,0,0,0,499,499,0,19
2735540,2735540,Tank Fight,"Pixel_Gamer, TNT_MAN1111",Pixel_Gamer,,12,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
563410,563410,Necroball,King Crow Studios,King Crow Studios,,13,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
331430,331430,Toby's Island,Mvisioning,Mvisioning,,13,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1742340,1742340,Submarine VR,EXTREMESOFT,EXTREMESOFT BILISIM REKLAMCILIK TICARET LIMITED SIRKETI,,13,6,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1775080,1775080,Animal Simulator,Imperian Online - Core,Imperian Online - Core,,13,27,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
2490760,2490760,Refidenptio,Nezashiron Games,Nezashiron Games,,13,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2626120,2626120,Star Racer,Whatnot Games,Whatnot Games,,13,4,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2669520,2669520,Expansion VR,Plazma Studio,Plazma Studio,,13,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1557690,1557690,The Romance of the Three Kingdoms: Legend of Shu Han,RimmindGame,RimmindGame,,14,10,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1771540,1771540,ZenVR,Satori Studios Inc.,Satori Studios Inc.,,14,0,0,"0 .. 20,000",0,0,0,0,3999,3999,0,0
1576560,1576560,DownhillVR,FiredBy s.r.o.,FiredBy s.r.o.,,14,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2330040,2330040,FateChessboard,taecg,taecg,,14,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
2736780,2736780,RED NIGHT,REDSOFT,REDSOFT,,14,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2732100,2732100,Medieval Blacksmith,OGO Play,OGO Play,,14,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,4
946670,946670,School Owner,Owner Games,Owner Games,,15,44,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1539640,1539640,VR Walking Simulator,Atahan Ozturk,Atahan Ozturk,,15,9,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1859990,1859990,Out of Orbit,Bryan de Jong,Bryan de Jong,,15,3,0,"0 .. 20,000",0,0,0,0,1799,1799,0,2
1852940,1852940,Highline Volleyball VR,Palladium Super Interactive,Palladium Super Interactive,,15,6,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0
1944700,1944700,GunQuest,Restless Gamedev,Restless Gamedev,,15,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1774380,1774380,Cine Tracer 2,Matt Workman,Cinematography Database,,15,27,0,"0 .. 20,000",0,0,0,0,8999,8999,0,1
2519370,2519370,FishOrChicken,XXL,XXL,,15,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
2409040,2409040,Tribes & Monsters,Foxel Games,Foxel Games,,15,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2730680,2730680,Learn Japanese: Yuke and the Book of Yokai,lpares12,lpares12,,15,0,0,"0 .. 20,000",0,0,0,0,1399,1399,0,1
679830,679830,Village Monsters,Josh Bossie,Josh Bossie,,16,4,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1445370,1445370,Imposters: Countdown,Scott H.F. Dunbar,Hello Friend Games,,16,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1979570,1979570,Tomomon,ManicBuild Studio,ManicBuild Studio,,16,6,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
2716200,2716200,VECTOR ZONE,Survival Sphere Studios,Survival Sphere Studios,,16,7,0,"0 .. 20,000",0,0,0,0,1199,1199,0,3
1345320,1345320,Deep Space Gardening,Nevolane,Nevolane,,17,7,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
1567480,1567480,Realtime Mining Simulator,MazyGames,MazyGames,,17,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1972460,1972460,Portobugia,Bogland Studio,Bogland Studio,,17,2,0,"0 .. 20,000",0,0,0,0,699,699,0,1
2218690,2218690,Monster Hide,TheLittleGames,TheLittleGames,,17,9,0,"0 .. 20,000",0,0,0,0,0,0,0,1
2309730,2309730,Dramatic Road : the origin of wind,Alaska Ohdanbu,Alaska Ohdanbu,,17,1,0,"0 .. 20,000",0,0,0,0,824,1099,25,1
1415380,1415380,Overlay Studio,RaVeN Studios,RaVeN Studios,,18,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2122000,2122000,Tricky Tracks,RainLight,RainLight,,18,0,0,"0 .. 20,000",0,0,0,0,399,399,0,1
2815830,2815830,Heroic Kingdom: Origins,"LilSky Entertainment, LLC","LilSky Entertainment, LLC",,18,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
1411970,1411970,Avian Knights,"Alan-1, Inc.","Alan-1, Inc.",,19,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2428020,2428020,The Abyss Within,LOM Games,LOM Games,,19,0,0,"0 .. 20,000",0,0,0,0,499,499,0,2
1369970,1369970,Infinite Mana,Wonderlust Games,Wonderlust Games,,20,4,0,"0 .. 20,000",0,0,0,0,2499,2499,0,4
2305130,2305130,The Danger Zone,Haver,Haver,,20,5,0,"0 .. 20,000",0,0,0,0,899,899,0,0
2378840,2378840,HAELE 3D - Feet Poser Lite,Ige Olwen,HAELE 3D,,20,1,0,"0 .. 20,000",0,0,0,0,1799,1799,0,1
1871770,1871770,Wild Frontier,AMMC,AMMC Games,,20,14,0,"0 .. 20,000",0,0,0,0,1399,1399,0,1
2369520,2369520,Hunchback's Dungeon,Patryk Borowski,Digerati,,20,1,0,"0 .. 20,000",0,0,0,0,399,399,0,1
1475170,1475170,Boots Versus Plants,Dnovel,My Way Games,,21,9,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1747900,1747900,Enchanted Blacksmith,Tanuki Sun,Tanuki Sun,,21,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1948140,1948140,Friend or Foe,Stylized Indie Games,Stylized Indie Games,,21,7,0,"0 .. 20,000",0,0,0,0,1099,1099,0,1
2409050,2409050,Wildstrive,MonsterGaze,MonsterGaze,,21,12,0,"0 .. 20,000",0,0,0,0,799,799,0,0
2841110,2841110,Broken World,Hunt Studio,Hunt Studio,,21,3,0,"0 .. 20,000",0,0,0,0,299,299,0,1
1199830,1199830,How To Hack In?,Red Buffalo Interactive,Red Buffalo Interactive,,22,0,0,"0 .. 20,000",0,0,0,0,1199,1199,0,1
1393780,1393780,OVR Locomotion Effect : Anti-VR Sickness,kurohuku,kurohuku,,22,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1604210,1604210,Grid Slayer,Otis Miller,Fire Cycle Games,,22,4,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1324560,1324560,Krum - Battle Arena,HA Studio Ltd.,SA Industry,,23,24,0,"0 .. 20,000",0,0,0,0,899,899,0,0
1197160,1197160,Code 3: Police Response,109 Below,109 Below,,24,15,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1840330,1840330,Dummy Falls,Waltteri,Waltteri,,24,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1863910,1863910,Project Speed 2,Bytewerkz Ltd.,Bytewerkz Ltd.,,24,38,0,"0 .. 20,000",0,0,0,0,399,399,0,1
2185180,2185180,Fantasy Madness: Bloodbath,Night Steed Games,Night Steed Games,,24,1,0,"0 .. 20,000",0,0,0,0,499,499,0,2
2452350,2452350,Hamboy : AutoChess Survivor,"FPOL, PPOL",TWOPOL,,24,9,0,"0 .. 20,000",0,0,0,0,399,399,0,1
2541740,2541740,The Hallway - Escape Room,uqGames,uqGames,,24,1,0,"0 .. 20,000",0,0,0,0,899,899,0,0
2662280,2662280,天机录,Cosmic Mystery Game Studio,OTAKU Plan,,24,12,0,"0 .. 20,000",0,0,0,0,399,399,0,0
2146430,2146430,Siegebreaker,Immortal Forge,Immortal Forge,,24,2,0,"0 .. 20,000",0,0,0,0,1699,1699,0,5
1020450,1020450,There Will Be Ink,Summit Fever,Summit Fever,,25,3,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1183480,1183480,Bonsai Castles,Hyakuren Soft,Hyakuren Soft,,25,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
1571960,1571960,The Corpsmen,Multicell Games,Multicell Games,,26,20,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1365600,1365600,REPTRAILS,kabuff.co,kabuff.co,,27,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1746620,1746620,Where is Paradise ?,Spynosa Studio,Spynosa Studio,,27,8,0,"0 .. 20,000",0,0,0,0,399,399,0,0
861410,861410,Brave Dungeon - The Meaning of Justice -,INSIDE SYSTEM,INSIDE SYSTEM,,27,9,0,"0 .. 20,000",0,0,0,0,2999,2999,0,2
2149330,2149330,Predictors,Challenging Games,Challenging Games,,27,6,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1218580,1218580,Zerograve,Ebonscale Games,Ebonscale Games,,28,2,0,"0 .. 20,000",0,0,0,0,899,899,0,0
2732610,2732610,Nobody Sleeps Tonight,RE:CODE,RE:CODE,,28,11,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1222540,1222540,Gastova: The Witches of Arkana,MechWolf Productions,MechWolf Productions,,29,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1383370,1383370,Trail of Ayash,Nowsky,?,,29,9,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
2508940,2508940,STARNAUT,"crim Co., Ltd.","crim Co., Ltd.",,30,2,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1874950,1874950,Runner Party,Creartstudio,Creartstudio,,31,0,0,"0 .. 20,000",0,0,0,0,999,999,0,1
